ms_drg,pa_drg,nprm_drg,mdc,type,msdrg_title,weights,los_geo,los_mean
670,No,No,11,SURG,TRANSURETHRAL PROCEDURES WITHOUT CC/MCC,0.9626,0.9626,2.0
671,No,No,11,SURG,URETHRAL PROCEDURES WITH CC/MCC,1.7119,1.7119,3.9
672,No,No,11,SURG,URETHRAL PROCEDURES WITHOUT CC/MCC,0.9227,0.9375,1.5
673,No,No,11,SURG,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,3.6980,3.6980,8.8
674,No,No,11,SURG,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,2.3822,2.3822,6.1
675,No,No,11,SURG,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITHOUT CC/MCC,1.5865,1.5865,2.7
682,Yes,No,11,MED,RENAL FAILURE WITH MCC,1.5008,1.5008,4.4
683,Yes,No,11,MED,RENAL FAILURE WITH CC,0.9008,0.9008,3.1
684,Yes,No,11,MED,RENAL FAILURE WITHOUT CC/MCC,0.6085,0.6085,2.2
686,No,No,11,MED,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,1.8394,1.8394,5.3
687,No,No,11,MED,KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,1.0453,1.0453,3.3
688,No,No,11,MED,KIDNEY AND URINARY TRACT NEOPLASMS WITHOUT CC/MCC,0.7809,0.7809,1.9
689,Yes,No,11,MED,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,1.1744,1.1744,3.9
690,Yes,No,11,MED,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,0.8069,0.8069,2.9
693,No,No,11,MED,URINARY STONES WITH MCC,1.4163,1.4163,3.8
694,No,No,11,MED,URINARY STONES WITHOUT MCC,0.7827,0.7827,2.1
695,No,No,11,MED,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,1.1960,1.1960,3.7
696,No,No,11,MED,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,0.6921,0.6921,2.3
697,No,No,11,MED,URETHRAL STRICTURE,1.1131,1.1131,2.7
698,Yes,No,11,MED,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,1.6544,1.6544,4.9
699,Yes,No,11,MED,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,1.0208,1.0208,3.3
700,Yes,No,11,MED,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,0.7083,0.7083,2.3
707,No,No,12,SURG,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,1.9619,1.9619,2.2
708,No,No,12,SURG,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,1.4585,1.4585,1.4
709,No,No,12,SURG,PENIS PROCEDURES WITH CC/MCC,2.1200,2.1708,4.3
710,No,No,12,SURG,PENIS PROCEDURES WITHOUT CC/MCC,1.2343,1.2973,1.7
711,No,No,12,SURG,TESTES PROCEDURES WITH CC/MCC,2.1229,2.1229,5.1
712,No,No,12,SURG,TESTES PROCEDURES WITHOUT CC/MCC,1.1884,1.1884,2.6
713,No,No,12,SURG,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,1.4507,1.4507,2.6
714,No,No,12,SURG,TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,0.9585,0.9585,1.5
715,No,No,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,2.2075,2.2075,5.4
716,No,No,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,1.4222,1.4222,1.5
717,No,No,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,1.8137,1.8137,3.5
718,No,No,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,1.1758,1.1758,1.8
722,No,No,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",1.8748,1.8748,5.5
723,No,No,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",1.1143,1.1143,3.5
724,No,No,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",0.8095,0.8095,2.0
725,No,No,12,MED,BENIGN PROSTATIC HYPERTROPHY WITH MCC,1.2409,1.2409,4.1
726,No,No,12,MED,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,0.7309,0.7309,2.4
727,No,No,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,1.6210,1.6210,4.9
728,No,No,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,0.8001,0.8001,2.9
729,No,No,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,1.0039,1.0039,3.0
730,No,No,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,0.6216,0.6216,1.9
734,No,No,13,SURG,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",2.1736,2.1736,3.4
735,No,No,13,SURG,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",1.2602,1.2602,1.6
736,No,No,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,3.8872,3.8872,7.9
737,No,No,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,1.9738,1.9738,3.9
738,No,No,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,1.3646,1.3646,2.3
739,No,No,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,3.6163,3.6163,6.3
740,No,No,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,1.7870,1.7870,2.7
741,No,No,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,1.2993,1.2993,1.6
742,No,No,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,1.7819,1.7819,2.7
743,No,No,13,SURG,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,1.1620,1.1620,1.6
744,No,No,13,SURG,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",1.8824,1.8824,4.6
745,No,No,13,SURG,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",1.0359,1.0359,1.9
746,No,No,13,SURG,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",1.6761,1.6761,3.3
747,No,No,13,SURG,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",0.8872,0.8872,1.4
748,No,No,13,SURG,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,1.4049,1.4049,1.4
749,No,No,13,SURG,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,2.5172,2.5172,5.5
750,No,No,13,SURG,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,1.3600,1.3600,2.0
754,No,No,13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",1.8525,1.8525,5.1
755,No,No,13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",1.0847,1.0847,3.3
756,No,No,13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",0.9897,0.9897,2.2
757,No,No,13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",1.4916,1.4916,5.0
758,No,No,13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",0.9926,0.9926,3.7
759,No,No,13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",0.6462,0.6462,2.6
760,No,No,13,MED,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,0.9954,0.9954,2.8
761,No,No,13,MED,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,0.6056,0.6056,1.8
768,No,No,14,SURG,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,1.2181,1.2181,3.2
769,No,No,14,SURG,POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,1.5439,1.5439,3.3
770,No,No,14,SURG,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",0.7987,0.7987,1.7
776,No,No,14,MED,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,0.7167,0.7167,2.4
779,No,No,14,MED,ABORTION WITHOUT D&C,0.9892,0.9892,1.8
783,No,No,14,SURG,CESAREAN SECTION WITH STERILIZATION WITH MCC,1.7718,1.7718,4.5
784,No,No,14,SURG,CESAREAN SECTION WITH STERILIZATION WITH CC,1.0241,1.0241,3.1
785,No,No,14,SURG,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,0.8663,0.8663,2.5
786,No,No,14,SURG,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,1.7495,1.7495,4.3
787,No,No,14,SURG,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,1.0511,1.0511,3.3
788,No,No,14,SURG,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,0.8550,0.8550,2.7
789,No,No,15,MED,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",1.8194,1.8194,1.8
790,No,No,15,MED,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",6.0001,6.0001,17.9
791,No,No,15,MED,PREMATURITY WITH MAJOR PROBLEMS,4.0977,4.0977,13.3
792,No,No,15,MED,PREMATURITY WITHOUT MAJOR PROBLEMS,2.4725,2.4725,8.6
793,No,No,15,MED,FULL TERM NEONATE WITH MAJOR PROBLEMS,4.2093,4.2093,4.7
794,No,No,15,MED,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,1.4899,1.4899,3.4
795,No,No,15,MED,NORMAL NEWBORN,0.2017,0.2017,3.1
796,No,No,14,SURG,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,1.4184,1.4184,2.5
797,No,No,14,SURG,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,0.9959,0.9959,2.4
798,No,No,14,SURG,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,0.8112,0.8351,2.0
799,No,No,16,SURG,SPLENIC PROCEDURES WITH MCC,4.9546,4.9546,7.7
800,No,No,16,SURG,SPLENIC PROCEDURES WITH CC,2.8177,2.8177,4.2
801,No,No,16,SURG,SPLENIC PROCEDURES WITHOUT CC/MCC,1.7897,1.7897,2.3
802,No,No,16,SURG,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,3.3903,3.4308,7.7
803,No,No,16,SURG,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,1.8582,1.8582,3.8
804,No,No,16,SURG,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,1.2104,1.2104,1.7
805,No,No,14,MED,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,1.0082,1.0082,2.8
806,No,No,14,MED,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,0.7467,0.7467,2.3
807,No,No,14,MED,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,0.6543,0.6543,2.0
808,No,No,16,MED,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH MCC,2.1901,2.1901,5.3
809,No,No,16,MED,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH CC,1.2044,1.2044,3.4
810,No,No,16,MED,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITHOUT CC/MCC,1.0045,1.0045,2.5
811,No,No,16,MED,RED BLOOD CELL DISORDERS WITH MCC,1.4036,1.4036,3.8
812,No,No,16,MED,RED BLOOD CELL DISORDERS WITHOUT MCC,0.9007,0.9007,2.8
813,No,No,16,MED,COAGULATION DISORDERS,1.5600,1.5600,3.7
814,No,No,16,MED,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,2.1281,2.1281,4.8
815,No,No,16,MED,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,0.9942,0.9942,3.0
816,No,No,16,MED,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,0.7102,0.7102,2.3
817,No,No,14,SURG,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH MCC,2.2550,2.8168,4.3
818,No,No,14,SURG,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH CC,1.1731,1.4311,2.4
819,No,No,14,SURG,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITHOUT CC/MCC,0.9072,0.9072,1.9
820,No,No,17,SURG,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,6.0467,6.0467,11.9
821,No,No,17,SURG,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,2.2321,2.2321,3.6
822,No,No,17,SURG,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,1.2388,1.2388,1.6
823,No,No,17,SURG,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,4.5019,4.5019,10.5
824,No,No,17,SURG,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,2.2329,2.2329,5.1
825,No,No,17,SURG,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,1.2914,1.2914,2.2
826,No,No,17,SURG,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH MCC,4.3888,4.6277,8.7
827,No,No,17,SURG,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH CC,2.3172,2.3172,4.2
828,No,No,17,SURG,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,1.6404,1.6404,2.5
829,No,No,17,SURG,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITH CC/MCC,3.1538,3.1538,6.1
830,No,No,17,SURG,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITHOUT CC/MCC,1.5812,1.5812,2.4
831,No,No,14,MED,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,1.0098,1.0753,3.3
832,No,No,14,MED,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,0.7377,0.7377,2.5
833,No,No,14,MED,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,0.5118,0.5118,1.9
834,No,No,17,MED,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,5.5990,5.5990,9.9
835,No,No,17,MED,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH CC,2.2355,2.2355,4.6
836,No,No,17,MED,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITHOUT CC/MCC,1.1973,1.4119,2.7
837,No,No,17,MED,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY AGENT WITH MCC,4.7566,4.8440,10.9
838,No,No,17,MED,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAPY AGENT,1.9524,2.0017,5.1
839,No,No,17,MED,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,1.3031,1.3031,4.2
840,Yes,No,17,MED,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,3.1252,3.1252,6.8
841,Yes,No,17,MED,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,1.5735,1.5735,4.0
842,Yes,No,17,MED,LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,1.0664,1.0664,2.7
843,No,No,17,MED,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MCC,1.8606,1.8606,5.4
844,No,No,17,MED,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,1.1572,1.1572,3.7
845,No,No,17,MED,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITHOUT CC/MCC,0.8649,0.8649,2.7
846,No,No,17,MED,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,2.4440,2.4440,5.8
847,No,No,17,MED,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,1.2126,1.2126,3.7
848,No,No,17,MED,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,0.7595,0.8362,2.7
849,No,No,17,MED,RADIOTHERAPY,2.6914,2.6914,6.9
853,Yes,No,18,SURG,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,4.9993,4.9993,9.9
854,Yes,No,18,SURG,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,2.0382,2.0382,5.2
855,Yes,No,18,SURG,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITHOUT CC/MCC,1.7018,1.7018,3.7
856,Yes,No,18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,4.4284,4.4284,9.4
857,Yes,No,18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,2.1357,2.1357,5.4
858,Yes,No,18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,1.2834,1.2834,3.4
862,Yes,No,18,MED,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,1.8420,1.8420,5.1
863,Yes,No,18,MED,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,1.0055,1.0055,3.5
864,No,No,18,MED,FEVER AND INFLAMMATORY CONDITIONS,0.8828,0.8828,2.7
865,No,No,18,MED,VIRAL ILLNESS WITH MCC,1.6399,1.6399,4.3
866,No,No,18,MED,VIRAL ILLNESS WITHOUT MCC,0.9177,0.9177,2.8
867,Yes,No,18,MED,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,2.0923,2.0923,5.5
868,Yes,No,18,MED,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,1.0855,1.0855,3.7
869,Yes,No,18,MED,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITHOUT CC/MCC,0.6907,0.6907,2.5
870,Yes,No,18,MED,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,6.9649,6.9649,13.5
871,Yes,No,18,MED,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,1.9826,1.9826,5.1
872,Yes,No,18,MED,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,1.0299,1.0299,3.6
876,No,No,19,SURG,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,3.7315,3.7315,7.2
880,No,No,19,MED,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,0.9546,0.9546,2.9
881,No,No,19,MED,DEPRESSIVE NEUROSES,0.9065,0.9065,4.0
882,No,No,19,MED,NEUROSES EXCEPT DEPRESSIVE,0.9393,0.9393,3.5
883,No,No,19,MED,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,1.8754,1.8754,5.4
884,Yes,No,19,MED,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,1.7569,1.7569,5.0
885,No,No,19,MED,PSYCHOSES,1.3664,1.3664,6.4
886,No,No,19,MED,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,1.6817,1.6817,5.4
887,No,No,19,MED,OTHER MENTAL DISORDER DIAGNOSES,1.2956,1.2956,3.3
894,No,No,20,MED,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",0.5745,0.5745,2.1
895,No,No,20,MED,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",1.6088,1.6088,8.3
896,Yes,No,20,MED,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",1.7781,1.7781,5.0
897,Yes,No,20,MED,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",0.8556,0.8556,3.4
901,No,No,21,SURG,WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,4.3278,4.3278,9.1
902,No,No,21,SURG,WOUND DEBRIDEMENTS FOR INJURIES WITH CC,1.8847,1.8847,4.6
903,No,No,21,SURG,WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,1.2415,1.2415,2.7
904,No,No,21,SURG,SKIN GRAFTS FOR INJURIES WITH CC/MCC,3.2562,3.2562,6.9
905,No,No,21,SURG,SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,1.5837,1.5837,3.2
906,No,No,21,SURG,HAND PROCEDURES FOR INJURIES,1.8816,1.8816,2.9
907,Yes,No,21,SURG,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,3.7195,3.7195,6.9
908,Yes,No,21,SURG,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,2.0041,2.0041,3.8
909,Yes,No,21,SURG,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,1.3563,1.3563,2.3
913,No,No,21,MED,TRAUMATIC INJURY WITH MCC,1.4945,1.4945,3.9
914,No,No,21,MED,TRAUMATIC INJURY WITHOUT MCC,0.9077,0.9077,2.5
915,No,No,21,MED,ALLERGIC REACTIONS WITH MCC,1.7740,1.7740,3.8
916,No,No,21,MED,ALLERGIC REACTIONS WITHOUT MCC,0.6588,0.6588,1.8
917,Yes,No,21,MED,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,1.5959,1.5959,3.9
918,Yes,No,21,MED,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,0.8609,0.8609,2.5
919,No,No,21,MED,COMPLICATIONS OF TREATMENT WITH MCC,1.8247,1.8247,4.4
920,No,No,21,MED,COMPLICATIONS OF TREATMENT WITH CC,1.0338,1.0338,2.9
921,No,No,21,MED,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,0.6978,0.6978,2.1
922,No,No,21,MED,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC",1.7449,1.7449,4.5
923,No,No,21,MED,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",1.0114,1.0114,2.9
927,No,No,22,SURG,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,26.3587,26.3587,26.4
928,No,No,22,SURG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,6.9197,6.9197,12.6
929,No,No,22,SURG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITHOUT CC/MCC,3.2155,3.2155,6.0
933,No,No,22,MED,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,3.0320,3.0320,2.5
934,No,No,22,MED,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,2.0925,2.0925,4.9
935,No,No,22,MED,NON-EXTENSIVE BURNS,2.0411,2.0411,3.7
939,No,No,23,SURG,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,3.2153,3.2153,6.3
940,No,No,23,SURG,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH CC,2.1666,2.1666,3.2
941,No,No,23,SURG,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITHOUT CC/MCC,1.8560,1.8560,1.8
945,Yes,No,23,MED,REHABILITATION WITH CC/MCC,1.5095,1.5095,4.8
946,Yes,No,23,MED,REHABILITATION WITHOUT CC/MCC,1.0127,1.0127,3.2
947,Yes,No,23,MED,SIGNS AND SYMPTOMS WITH MCC,1.2516,1.2516,3.7
948,Yes,No,23,MED,SIGNS AND SYMPTOMS WITHOUT MCC,0.8010,0.8010,2.6
949,No,No,23,MED,AFTERCARE WITH CC/MCC,1.0361,1.0728,4.4
950,No,No,23,MED,AFTERCARE WITHOUT CC/MCC,0.6282,0.6386,2.9
951,No,No,23,MED,OTHER FACTORS INFLUENCING HEALTH STATUS,0.5900,0.5900,1.8
955,No,No,24,SURG,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,6.0902,6.0902,8.3
956,Yes,No,24,SURG,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",3.8782,3.8782,6.3
957,No,No,24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,7.2325,7.2325,10.0
958,No,No,24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,4.0448,4.0448,6.7
959,No,No,24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,2.5324,2.5324,4.0
963,No,No,24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,2.7343,2.7343,5.6
964,No,No,24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,1.5010,1.5010,3.9
965,No,No,24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,0.9559,0.9559,2.7
969,No,No,25,SURG,HIV WITH EXTENSIVE O.R. PROCEDURES WITH MCC,6.8726,6.8726,13.4
